close_task_id,company_code,company_name,fiscal_year,fiscal_period,task_id,task_name,task_sequence,target_working_day,period_end_date,due_date,actual_completion_date,delay_working_days,days_to_close,is_period_open
672,NS20,NovaSpace France S.A.S.,2024,2,T12,Hard close / period lock,12,5,2024-02-29,2024-03-07,2024-03-08,1.0,6.0,false
673,NS20,NovaSpace France S.A.S.,2024,3,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-03-31,2024-04-02,2024-04-02,0.0,,false
674,NS20,NovaSpace France S.A.S.,2024,3,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-03-31,2024-04-02,2024-04-02,0.0,,false
675,NS20,NovaSpace France S.A.S.,2024,3,T03,GR/IR clearing,3,2,2024-03-31,2024-04-03,2024-04-03,0.0,,false
676,NS20,NovaSpace France S.A.S.,2024,3,T04,Payroll posting,4,2,2024-03-31,2024-04-03,2024-04-03,0.0,,false
677,NS20,NovaSpace France S.A.S.,2024,3,T05,Depreciation run,5,2,2024-03-31,2024-04-03,2024-04-03,0.0,,false
678,NS20,NovaSpace France S.A.S.,2024,3,T06,Accruals posting,6,3,2024-03-31,2024-04-04,2024-04-08,2.0,,false
679,NS20,NovaSpace France S.A.S.,2024,3,T07,Overhead allocation cycle,7,3,2024-03-31,2024-04-04,2024-04-03,-1.0,,false
680,NS20,NovaSpace France S.A.S.,2024,3,T08,Intercompany reconciliation,8,3,2024-03-31,2024-04-04,2024-04-04,0.0,,false
681,NS20,NovaSpace France S.A.S.,2024,3,T09,FX revaluation,9,4,2024-03-31,2024-04-05,2024-04-04,-1.0,,false
682,NS20,NovaSpace France S.A.S.,2024,3,T10,Soft close / reporting cut-off,10,4,2024-03-31,2024-04-05,2024-04-05,0.0,,false
683,NS20,NovaSpace France S.A.S.,2024,3,T11,Management reporting pack,11,5,2024-03-31,2024-04-08,2024-04-05,-1.0,,false
684,NS20,NovaSpace France S.A.S.,2024,3,T12,Hard close / period lock,12,5,2024-03-31,2024-04-08,2024-04-05,-1.0,4.0,false
685,NS20,NovaSpace France S.A.S.,2024,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-04-30,2024-05-02,2024-05-03,1.0,,false
686,NS20,NovaSpace France S.A.S.,2024,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-04-30,2024-05-02,2024-05-03,1.0,,false
687,NS20,NovaSpace France S.A.S.,2024,4,T03,GR/IR clearing,3,2,2024-04-30,2024-05-03,2024-05-06,1.0,,false
688,NS20,NovaSpace France S.A.S.,2024,4,T04,Payroll posting,4,2,2024-04-30,2024-05-03,2024-05-07,2.0,,false
689,NS20,NovaSpace France S.A.S.,2024,4,T05,Depreciation run,5,2,2024-04-30,2024-05-03,2024-05-03,0.0,,false
690,NS20,NovaSpace France S.A.S.,2024,4,T06,Accruals posting,6,3,2024-04-30,2024-05-06,2024-05-06,0.0,,false
691,NS20,NovaSpace France S.A.S.,2024,4,T07,Overhead allocation cycle,7,3,2024-04-30,2024-05-06,2024-05-06,0.0,,false
692,NS20,NovaSpace France S.A.S.,2024,4,T08,Intercompany reconciliation,8,3,2024-04-30,2024-05-06,2024-05-08,2.0,,false
693,NS20,NovaSpace France S.A.S.,2024,4,T09,FX revaluation,9,4,2024-04-30,2024-05-07,2024-05-07,0.0,,false
694,NS20,NovaSpace France S.A.S.,2024,4,T10,Soft close / reporting cut-off,10,4,2024-04-30,2024-05-07,2024-05-08,1.0,,false
695,NS20,NovaSpace France S.A.S.,2024,4,T11,Management reporting pack,11,5,2024-04-30,2024-05-08,2024-05-09,1.0,,false
696,NS20,NovaSpace France S.A.S.,2024,4,T12,Hard close / period lock,12,5,2024-04-30,2024-05-08,2024-05-08,0.0,5.0,false
697,NS20,NovaSpace France S.A.S.,2024,5,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-05-31,2024-06-03,2024-06-05,2.0,,false
698,NS20,NovaSpace France S.A.S.,2024,5,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-05-31,2024-06-03,2024-06-03,0.0,,false
699,NS20,NovaSpace France S.A.S.,2024,5,T03,GR/IR clearing,3,2,2024-05-31,2024-06-04,2024-06-04,0.0,,false
700,NS20,NovaSpace France S.A.S.,2024,5,T04,Payroll posting,4,2,2024-05-31,2024-06-04,2024-06-03,-1.0,,false
701,NS20,NovaSpace France S.A.S.,2024,5,T05,Depreciation run,5,2,2024-05-31,2024-06-04,2024-06-05,1.0,,false
702,NS20,NovaSpace France S.A.S.,2024,5,T06,Accruals posting,6,3,2024-05-31,2024-06-05,2024-06-05,0.0,,false
703,NS20,NovaSpace France S.A.S.,2024,5,T07,Overhead allocation cycle,7,3,2024-05-31,2024-06-05,2024-06-05,0.0,,false
704,NS20,NovaSpace France S.A.S.,2024,5,T08,Intercompany reconciliation,8,3,2024-05-31,2024-06-05,2024-06-07,2.0,,false
705,NS20,NovaSpace France S.A.S.,2024,5,T09,FX revaluation,9,4,2024-05-31,2024-06-06,2024-06-06,0.0,,false
706,NS20,NovaSpace France S.A.S.,2024,5,T10,Soft close / reporting cut-off,10,4,2024-05-31,2024-06-06,2024-06-05,-1.0,,false
707,NS20,NovaSpace France S.A.S.,2024,5,T11,Management reporting pack,11,5,2024-05-31,2024-06-07,2024-06-11,2.0,,false
708,NS20,NovaSpace France S.A.S.,2024,5,T12,Hard close / period lock,12,5,2024-05-31,2024-06-07,2024-06-10,1.0,6.0,false
709,NS20,NovaSpace France S.A.S.,2024,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-06-30,2024-07-01,2024-07-01,0.0,,false
710,NS20,NovaSpace France S.A.S.,2024,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-06-30,2024-07-01,2024-07-01,0.0,,false
711,NS20,NovaSpace France S.A.S.,2024,6,T03,GR/IR clearing,3,2,2024-06-30,2024-07-02,2024-07-02,0.0,,false
712,NS20,NovaSpace France S.A.S.,2024,6,T04,Payroll posting,4,2,2024-06-30,2024-07-02,2024-07-02,0.0,,false
713,NS20,NovaSpace France S.A.S.,2024,6,T05,Depreciation run,5,2,2024-06-30,2024-07-02,2024-07-02,0.0,,false
714,NS20,NovaSpace France S.A.S.,2024,6,T06,Accruals posting,6,3,2024-06-30,2024-07-03,2024-07-03,0.0,,false
715,NS20,NovaSpace France S.A.S.,2024,6,T07,Overhead allocation cycle,7,3,2024-06-30,2024-07-03,2024-07-02,-1.0,,false
716,NS20,NovaSpace France S.A.S.,2024,6,T08,Intercompany reconciliation,8,3,2024-06-30,2024-07-03,2024-07-03,0.0,,false
717,NS20,NovaSpace France S.A.S.,2024,6,T09,FX revaluation,9,4,2024-06-30,2024-07-04,2024-07-03,-1.0,,false
718,NS20,NovaSpace France S.A.S.,2024,6,T10,Soft close / reporting cut-off,10,4,2024-06-30,2024-07-04,2024-07-05,1.0,,false
719,NS20,NovaSpace France S.A.S.,2024,6,T11,Management reporting pack,11,5,2024-06-30,2024-07-05,2024-07-05,0.0,,false
720,NS20,NovaSpace France S.A.S.,2024,6,T12,Hard close / period lock,12,5,2024-06-30,2024-07-05,2024-07-05,0.0,5.0,false
721,NS20,NovaSpace France S.A.S.,2024,7,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-07-31,2024-08-01,2024-08-01,0.0,,false
722,NS20,NovaSpace France S.A.S.,2024,7,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-07-31,2024-08-01,2024-08-01,0.0,,false
723,NS20,NovaSpace France S.A.S.,2024,7,T03,GR/IR clearing,3,2,2024-07-31,2024-08-02,2024-08-02,0.0,,false
724,NS20,NovaSpace France S.A.S.,2024,7,T04,Payroll posting,4,2,2024-07-31,2024-08-02,2024-08-02,0.0,,false
725,NS20,NovaSpace France S.A.S.,2024,7,T05,Depreciation run,5,2,2024-07-31,2024-08-02,2024-08-05,1.0,,false
726,NS20,NovaSpace France S.A.S.,2024,7,T06,Accruals posting,6,3,2024-07-31,2024-08-05,2024-08-02,-1.0,,false
727,NS20,NovaSpace France S.A.S.,2024,7,T07,Overhead allocation cycle,7,3,2024-07-31,2024-08-05,2024-08-05,0.0,,false
728,NS20,NovaSpace France S.A.S.,2024,7,T08,Intercompany reconciliation,8,3,2024-07-31,2024-08-05,2024-08-05,0.0,,false
729,NS20,NovaSpace France S.A.S.,2024,7,T09,FX revaluation,9,4,2024-07-31,2024-08-06,2024-08-07,1.0,,false
730,NS20,NovaSpace France S.A.S.,2024,7,T10,Soft close / reporting cut-off,10,4,2024-07-31,2024-08-06,2024-08-07,1.0,,false
731,NS20,NovaSpace France S.A.S.,2024,7,T11,Management reporting pack,11,5,2024-07-31,2024-08-07,2024-08-08,1.0,,false
732,NS20,NovaSpace France S.A.S.,2024,7,T12,Hard close / period lock,12,5,2024-07-31,2024-08-07,2024-08-07,0.0,5.0,false
733,NS20,NovaSpace France S.A.S.,2024,8,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-08-31,2024-09-02,2024-09-02,0.0,,false
734,NS20,NovaSpace France S.A.S.,2024,8,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-08-31,2024-09-02,2024-09-04,2.0,,false
735,NS20,NovaSpace France S.A.S.,2024,8,T03,GR/IR clearing,3,2,2024-08-31,2024-09-03,2024-09-03,0.0,,false
736,NS20,NovaSpace France S.A.S.,2024,8,T04,Payroll posting,4,2,2024-08-31,2024-09-03,2024-09-03,0.0,,false
737,NS20,NovaSpace France S.A.S.,2024,8,T05,Depreciation run,5,2,2024-08-31,2024-09-03,2024-09-03,0.0,,false
738,NS20,NovaSpace France S.A.S.,2024,8,T06,Accruals posting,6,3,2024-08-31,2024-09-04,2024-09-03,-1.0,,false
739,NS20,NovaSpace France S.A.S.,2024,8,T07,Overhead allocation cycle,7,3,2024-08-31,2024-09-04,2024-09-05,1.0,,false
740,NS20,NovaSpace France S.A.S.,2024,8,T08,Intercompany reconciliation,8,3,2024-08-31,2024-09-04,2024-09-05,1.0,,false
741,NS20,NovaSpace France S.A.S.,2024,8,T09,FX revaluation,9,4,2024-08-31,2024-09-05,2024-09-05,0.0,,false
742,NS20,NovaSpace France S.A.S.,2024,8,T10,Soft close / reporting cut-off,10,4,2024-08-31,2024-09-05,2024-09-05,0.0,,false
743,NS20,NovaSpace France S.A.S.,2024,8,T11,Management reporting pack,11,5,2024-08-31,2024-09-06,2024-09-06,0.0,,false
744,NS20,NovaSpace France S.A.S.,2024,8,T12,Hard close / period lock,12,5,2024-08-31,2024-09-06,2024-09-10,2.0,7.0,false
745,NS20,NovaSpace France S.A.S.,2024,9,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-09-30,2024-10-01,2024-10-01,0.0,,false
746,NS20,NovaSpace France S.A.S.,2024,9,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-09-30,2024-10-01,2024-10-03,2.0,,false
747,NS20,NovaSpace France S.A.S.,2024,9,T03,GR/IR clearing,3,2,2024-09-30,2024-10-02,2024-10-01,-1.0,,false
748,NS20,NovaSpace France S.A.S.,2024,9,T04,Payroll posting,4,2,2024-09-30,2024-10-02,2024-10-03,1.0,,false
749,NS20,NovaSpace France S.A.S.,2024,9,T05,Depreciation run,5,2,2024-09-30,2024-10-02,2024-10-02,0.0,,false
750,NS20,NovaSpace France S.A.S.,2024,9,T06,Accruals posting,6,3,2024-09-30,2024-10-03,2024-10-03,0.0,,false
751,NS20,NovaSpace France S.A.S.,2024,9,T07,Overhead allocation cycle,7,3,2024-09-30,2024-10-03,2024-10-03,0.0,,false
752,NS20,NovaSpace France S.A.S.,2024,9,T08,Intercompany reconciliation,8,3,2024-09-30,2024-10-03,2024-10-03,0.0,,false
753,NS20,NovaSpace France S.A.S.,2024,9,T09,FX revaluation,9,4,2024-09-30,2024-10-04,2024-10-04,0.0,,false
754,NS20,NovaSpace France S.A.S.,2024,9,T10,Soft close / reporting cut-off,10,4,2024-09-30,2024-10-04,2024-10-04,0.0,,false
755,NS20,NovaSpace France S.A.S.,2024,9,T11,Management reporting pack,11,5,2024-09-30,2024-10-07,2024-10-07,0.0,,false
756,NS20,NovaSpace France S.A.S.,2024,9,T12,Hard close / period lock,12,5,2024-09-30,2024-10-07,2024-10-07,0.0,5.0,false
757,NS20,NovaSpace France S.A.S.,2024,10,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-10-31,2024-11-01,2024-11-01,0.0,,false
758,NS20,NovaSpace France S.A.S.,2024,10,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-10-31,2024-11-01,2024-11-01,0.0,,false
759,NS20,NovaSpace France S.A.S.,2024,10,T03,GR/IR clearing,3,2,2024-10-31,2024-11-04,2024-11-01,-1.0,,false
760,NS20,NovaSpace France S.A.S.,2024,10,T04,Payroll posting,4,2,2024-10-31,2024-11-04,2024-11-01,-1.0,,false
761,NS20,NovaSpace France S.A.S.,2024,10,T05,Depreciation run,5,2,2024-10-31,2024-11-04,2024-11-05,1.0,,false
762,NS20,NovaSpace France S.A.S.,2024,10,T06,Accruals posting,6,3,2024-10-31,2024-11-05,2024-11-05,0.0,,false
763,NS20,NovaSpace France S.A.S.,2024,10,T07,Overhead allocation cycle,7,3,2024-10-31,2024-11-05,2024-11-05,0.0,,false
764,NS20,NovaSpace France S.A.S.,2024,10,T08,Intercompany reconciliation,8,3,2024-10-31,2024-11-05,2024-11-04,-1.0,,false
765,NS20,NovaSpace France S.A.S.,2024,10,T09,FX revaluation,9,4,2024-10-31,2024-11-06,2024-11-07,1.0,,false
766,NS20,NovaSpace France S.A.S.,2024,10,T10,Soft close / reporting cut-off,10,4,2024-10-31,2024-11-06,2024-11-06,0.0,,false
767,NS20,NovaSpace France S.A.S.,2024,10,T11,Management reporting pack,11,5,2024-10-31,2024-11-07,2024-11-06,-1.0,,false
768,NS20,NovaSpace France S.A.S.,2024,10,T12,Hard close / period lock,12,5,2024-10-31,2024-11-07,2024-11-07,0.0,5.0,false
769,NS20,NovaSpace France S.A.S.,2024,11,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-11-30,2024-12-02,2024-12-04,2.0,,false
770,NS20,NovaSpace France S.A.S.,2024,11,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-11-30,2024-12-02,2024-12-02,0.0,,false
771,NS20,NovaSpace France S.A.S.,2024,11,T03,GR/IR clearing,3,2,2024-11-30,2024-12-03,2024-12-03,0.0,,false
772,NS20,NovaSpace France S.A.S.,2024,11,T04,Payroll posting,4,2,2024-11-30,2024-12-03,2024-12-05,2.0,,false
773,NS20,NovaSpace France S.A.S.,2024,11,T05,Depreciation run,5,2,2024-11-30,2024-12-03,2024-12-04,1.0,,false
774,NS20,NovaSpace France S.A.S.,2024,11,T06,Accruals posting,6,3,2024-11-30,2024-12-04,2024-12-04,0.0,,false
775,NS20,NovaSpace France S.A.S.,2024,11,T07,Overhead allocation cycle,7,3,2024-11-30,2024-12-04,2024-12-04,0.0,,false
776,NS20,NovaSpace France S.A.S.,2024,11,T08,Intercompany reconciliation,8,3,2024-11-30,2024-12-04,2024-12-05,1.0,,false
777,NS20,NovaSpace France S.A.S.,2024,11,T09,FX revaluation,9,4,2024-11-30,2024-12-05,2024-12-06,1.0,,false
778,NS20,NovaSpace France S.A.S.,2024,11,T10,Soft close / reporting cut-off,10,4,2024-11-30,2024-12-05,2024-12-06,1.0,,false
779,NS20,NovaSpace France S.A.S.,2024,11,T11,Management reporting pack,11,5,2024-11-30,2024-12-06,2024-12-06,0.0,,false
780,NS20,NovaSpace France S.A.S.,2024,11,T12,Hard close / period lock,12,5,2024-11-30,2024-12-06,2024-12-09,1.0,6.0,false
781,NS20,NovaSpace France S.A.S.,2024,12,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-12-31,2025-01-02,2025-01-02,0.0,,false
782,NS20,NovaSpace France S.A.S.,2024,12,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-12-31,2025-01-02,2025-01-02,0.0,,false
783,NS20,NovaSpace France S.A.S.,2024,12,T03,GR/IR clearing,3,2,2024-12-31,2025-01-03,2025-01-03,0.0,,false
784,NS20,NovaSpace France S.A.S.,2024,12,T04,Payroll posting,4,2,2024-12-31,2025-01-03,2025-01-06,1.0,,false
785,NS20,NovaSpace France S.A.S.,2024,12,T05,Depreciation run,5,2,2024-12-31,2025-01-03,2025-01-06,1.0,,false
786,NS20,NovaSpace France S.A.S.,2024,12,T06,Accruals posting,6,3,2024-12-31,2025-01-06,2025-01-03,-1.0,,false
787,NS20,NovaSpace France S.A.S.,2024,12,T07,Overhead allocation cycle,7,3,2024-12-31,2025-01-06,2025-01-06,0.0,,false
788,NS20,NovaSpace France S.A.S.,2024,12,T08,Intercompany reconciliation,8,3,2024-12-31,2025-01-06,2025-01-06,0.0,,false
789,NS20,NovaSpace France S.A.S.,2024,12,T09,FX revaluation,9,4,2024-12-31,2025-01-07,2025-01-06,-1.0,,false
790,NS20,NovaSpace France S.A.S.,2024,12,T10,Soft close / reporting cut-off,10,4,2024-12-31,2025-01-07,2025-01-09,2.0,,false
791,NS20,NovaSpace France S.A.S.,2024,12,T11,Management reporting pack,11,5,2024-12-31,2025-01-08,2025-01-08,0.0,,false
792,NS20,NovaSpace France S.A.S.,2024,12,T12,Hard close / period lock,12,5,2024-12-31,2025-01-08,2025-01-08,0.0,5.0,false
793,NS20,NovaSpace France S.A.S.,2025,1,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-01-31,2025-02-03,2025-02-03,0.0,,false
794,NS20,NovaSpace France S.A.S.,2025,1,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-01-31,2025-02-03,2025-02-04,1.0,,false
795,NS20,NovaSpace France S.A.S.,2025,1,T03,GR/IR clearing,3,2,2025-01-31,2025-02-04,2025-02-04,0.0,,false
796,NS20,NovaSpace France S.A.S.,2025,1,T04,Payroll posting,4,2,2025-01-31,2025-02-04,2025-02-06,2.0,,false
797,NS20,NovaSpace France S.A.S.,2025,1,T05,Depreciation run,5,2,2025-01-31,2025-02-04,2025-02-05,1.0,,false
798,NS20,NovaSpace France S.A.S.,2025,1,T06,Accruals posting,6,3,2025-01-31,2025-02-05,2025-02-04,-1.0,,false
799,NS20,NovaSpace France S.A.S.,2025,1,T07,Overhead allocation cycle,7,3,2025-01-31,2025-02-05,2025-02-05,0.0,,false
800,NS20,NovaSpace France S.A.S.,2025,1,T08,Intercompany reconciliation,8,3,2025-01-31,2025-02-05,2025-02-06,1.0,,false
801,NS20,NovaSpace France S.A.S.,2025,1,T09,FX revaluation,9,4,2025-01-31,2025-02-06,2025-02-06,0.0,,false
802,NS20,NovaSpace France S.A.S.,2025,1,T10,Soft close / reporting cut-off,10,4,2025-01-31,2025-02-06,2025-02-07,1.0,,false
803,NS20,NovaSpace France S.A.S.,2025,1,T11,Management reporting pack,11,5,2025-01-31,2025-02-07,2025-02-10,1.0,,false
804,NS20,NovaSpace France S.A.S.,2025,1,T12,Hard close / period lock,12,5,2025-01-31,2025-02-07,2025-02-11,2.0,7.0,false
805,NS20,NovaSpace France S.A.S.,2025,2,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-02-28,2025-03-03,2025-03-03,0.0,,false
806,NS20,NovaSpace France S.A.S.,2025,2,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-02-28,2025-03-03,2025-03-03,0.0,,false
807,NS20,NovaSpace France S.A.S.,2025,2,T03,GR/IR clearing,3,2,2025-02-28,2025-03-04,2025-03-03,-1.0,,false
808,NS20,NovaSpace France S.A.S.,2025,2,T04,Payroll posting,4,2,2025-02-28,2025-03-04,2025-03-03,-1.0,,false
809,NS20,NovaSpace France S.A.S.,2025,2,T05,Depreciation run,5,2,2025-02-28,2025-03-04,2025-03-04,0.0,,false
810,NS20,NovaSpace France S.A.S.,2025,2,T06,Accruals posting,6,3,2025-02-28,2025-03-05,2025-03-06,1.0,,false
811,NS20,NovaSpace France S.A.S.,2025,2,T07,Overhead allocation cycle,7,3,2025-02-28,2025-03-05,2025-03-05,0.0,,false
812,NS20,NovaSpace France S.A.S.,2025,2,T08,Intercompany reconciliation,8,3,2025-02-28,2025-03-05,2025-03-06,1.0,,false
813,NS20,NovaSpace France S.A.S.,2025,2,T09,FX revaluation,9,4,2025-02-28,2025-03-06,2025-03-07,1.0,,false
814,NS20,NovaSpace France S.A.S.,2025,2,T10,Soft close / reporting cut-off,10,4,2025-02-28,2025-03-06,2025-03-07,1.0,,false
815,NS20,NovaSpace France S.A.S.,2025,2,T11,Management reporting pack,11,5,2025-02-28,2025-03-07,2025-03-07,0.0,,false
816,NS20,NovaSpace France S.A.S.,2025,2,T12,Hard close / period lock,12,5,2025-02-28,2025-03-07,2025-03-10,1.0,6.0,false
817,NS20,NovaSpace France S.A.S.,2025,3,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-03-31,2025-04-01,2025-04-01,0.0,,false
818,NS20,NovaSpace France S.A.S.,2025,3,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-03-31,2025-04-01,2025-04-01,0.0,,false
819,NS20,NovaSpace France S.A.S.,2025,3,T03,GR/IR clearing,3,2,2025-03-31,2025-04-02,2025-04-02,0.0,,false
820,NS20,NovaSpace France S.A.S.,2025,3,T04,Payroll posting,4,2,2025-03-31,2025-04-02,2025-04-02,0.0,,false
821,NS20,NovaSpace France S.A.S.,2025,3,T05,Depreciation run,5,2,2025-03-31,2025-04-02,2025-04-02,0.0,,false
822,NS20,NovaSpace France S.A.S.,2025,3,T06,Accruals posting,6,3,2025-03-31,2025-04-03,2025-04-03,0.0,,false
823,NS20,NovaSpace France S.A.S.,2025,3,T07,Overhead allocation cycle,7,3,2025-03-31,2025-04-03,2025-04-04,1.0,,false
824,NS20,NovaSpace France S.A.S.,2025,3,T08,Intercompany reconciliation,8,3,2025-03-31,2025-04-03,2025-04-02,-1.0,,false
825,NS20,NovaSpace France S.A.S.,2025,3,T09,FX revaluation,9,4,2025-03-31,2025-04-04,2025-04-04,0.0,,false
826,NS20,NovaSpace France S.A.S.,2025,3,T10,Soft close / reporting cut-off,10,4,2025-03-31,2025-04-04,2025-04-04,0.0,,false
827,NS20,NovaSpace France S.A.S.,2025,3,T11,Management reporting pack,11,5,2025-03-31,2025-04-07,2025-04-07,0.0,,false
828,NS20,NovaSpace France S.A.S.,2025,3,T12,Hard close / period lock,12,5,2025-03-31,2025-04-07,2025-04-07,0.0,5.0,false
829,NS20,NovaSpace France S.A.S.,2025,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-04-30,2025-05-02,2025-05-02,0.0,,false
830,NS20,NovaSpace France S.A.S.,2025,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-04-30,2025-05-02,2025-05-02,0.0,,false
831,NS20,NovaSpace France S.A.S.,2025,4,T03,GR/IR clearing,3,2,2025-04-30,2025-05-05,2025-05-07,2.0,,false
832,NS20,NovaSpace France S.A.S.,2025,4,T04,Payroll posting,4,2,2025-04-30,2025-05-05,2025-05-06,1.0,,false
833,NS20,NovaSpace France S.A.S.,2025,4,T05,Depreciation run,5,2,2025-04-30,2025-05-05,2025-05-05,0.0,,false
834,NS20,NovaSpace France S.A.S.,2025,4,T06,Accruals posting,6,3,2025-04-30,2025-05-06,2025-05-06,0.0,,false
835,NS20,NovaSpace France S.A.S.,2025,4,T07,Overhead allocation cycle,7,3,2025-04-30,2025-05-06,2025-05-06,0.0,,false
836,NS20,NovaSpace France S.A.S.,2025,4,T08,Intercompany reconciliation,8,3,2025-04-30,2025-05-06,2025-05-05,-1.0,,false
837,NS20,NovaSpace France S.A.S.,2025,4,T09,FX revaluation,9,4,2025-04-30,2025-05-07,2025-05-07,0.0,,false
838,NS20,NovaSpace France S.A.S.,2025,4,T10,Soft close / reporting cut-off,10,4,2025-04-30,2025-05-07,2025-05-07,0.0,,false
839,NS20,NovaSpace France S.A.S.,2025,4,T11,Management reporting pack,11,5,2025-04-30,2025-05-08,2025-05-07,-1.0,,false
840,NS20,NovaSpace France S.A.S.,2025,4,T12,Hard close / period lock,12,5,2025-04-30,2025-05-08,2025-05-08,0.0,5.0,false
841,NS20,NovaSpace France S.A.S.,2025,5,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-05-31,2025-06-02,2025-06-02,0.0,,false
842,NS20,NovaSpace France S.A.S.,2025,5,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-05-31,2025-06-02,2025-06-02,0.0,,false
843,NS20,NovaSpace France S.A.S.,2025,5,T03,GR/IR clearing,3,2,2025-05-31,2025-06-03,2025-06-05,2.0,,false
844,NS20,NovaSpace France S.A.S.,2025,5,T04,Payroll posting,4,2,2025-05-31,2025-06-03,2025-06-02,-1.0,,false
845,NS20,NovaSpace France S.A.S.,2025,5,T05,Depreciation run,5,2,2025-05-31,2025-06-03,2025-06-04,1.0,,false
846,NS20,NovaSpace France S.A.S.,2025,5,T06,Accruals posting,6,3,2025-05-31,2025-06-04,2025-06-04,0.0,,false
847,NS20,NovaSpace France S.A.S.,2025,5,T07,Overhead allocation cycle,7,3,2025-05-31,2025-06-04,2025-06-04,0.0,,false
848,NS20,NovaSpace France S.A.S.,2025,5,T08,Intercompany reconciliation,8,3,2025-05-31,2025-06-04,2025-06-03,-1.0,,false
849,NS20,NovaSpace France S.A.S.,2025,5,T09,FX revaluation,9,4,2025-05-31,2025-06-05,2025-06-09,2.0,,false
850,NS20,NovaSpace France S.A.S.,2025,5,T10,Soft close / reporting cut-off,10,4,2025-05-31,2025-06-05,2025-06-04,-1.0,,false
851,NS20,NovaSpace France S.A.S.,2025,5,T11,Management reporting pack,11,5,2025-05-31,2025-06-06,2025-06-05,-1.0,,false
852,NS20,NovaSpace France S.A.S.,2025,5,T12,Hard close / period lock,12,5,2025-05-31,2025-06-06,2025-06-09,1.0,6.0,false
853,NS20,NovaSpace France S.A.S.,2025,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-06-30,2025-07-01,2025-07-01,0.0,,false
854,NS20,NovaSpace France S.A.S.,2025,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-06-30,2025-07-01,2025-07-01,0.0,,false
855,NS20,NovaSpace France S.A.S.,2025,6,T03,GR/IR clearing,3,2,2025-06-30,2025-07-02,2025-07-02,0.0,,false
856,NS20,NovaSpace France S.A.S.,2025,6,T04,Payroll posting,4,2,2025-06-30,2025-07-02,2025-07-02,0.0,,false
857,NS20,NovaSpace France S.A.S.,2025,6,T05,Depreciation run,5,2,2025-06-30,2025-07-02,2025-07-01,-1.0,,false
858,NS20,NovaSpace France S.A.S.,2025,6,T06,Accruals posting,6,3,2025-06-30,2025-07-03,2025-07-04,1.0,,false
